	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
26827	NDUFB8	474.6058387689	511.9785301619	437.233147376	0.8540068023	-0.2276805337	0.3968768768	1
57285	WBSCR16	602.9993973879	654.025563543	551.9732312329	0.8439627776	-0.2447487236	0.3970333163	1
58328	ZNF483	139.030228712	155.2244904197	122.8359670042	0.7913439862	-0.3376231444	0.3970472122	1
14983	ELMO2	718.8251426563	657.9496802019	779.7006051106	1.185045952	0.2449430029	0.3970667107	1
7214	ASXL2	636.8617305748	681.4098020887	592.3136590609	0.8692473417	-0.202161345	0.3970947976	1
23105	MAP1S	331.2421178971	368.7400169806	293.7442188135	0.7966160582	-0.3280435331	0.397133997	1
31167	RAC1	1591.3916084452	1507.7760567391	1675.0071601513	1.1109124281	0.1517450952	0.3972478528	1
16908	GCC2-AS1	5.2216473828	7.4387678664	3.0045268992	0.4039011505	-1.3079258395	0.3972549942	1
41361	RP11-380D23.1	120.9017049831	108.6614166468	133.1419933194	1.225292265	0.2931259116	0.3972768028	1
22906	LY6D	0.9143339467	1.8286678934	0	0	-Inf	0.397277467	1
27384	NR5A2	0.9143339467	1.8286678934	0	0	-Inf	0.397277467	1
15679	FAM21FP	19.0104899871	23.3835548237	14.6374251505	0.6259709125	-0.6758324751	0.3972924237	1
52178	SLC35B2	842.5418146721	926.6260560828	758.4575732614	0.8185152665	-0.2889187695	0.3973083557	1
10537	COL2A1	4.8938010779	3.3407648056	6.4468373502	1.9297489424	0.9484131671	0.3973122282	1
9233	CCNB1	77.0921990617	68.7451736394	85.439224484	1.2428396055	0.3136401216	0.397370031	1
16978	GEMIN6	133.5070423194	120.4669078082	146.5471768307	1.2164932221	0.282728282	0.3973780232	1
12453	CTD-2292P10.4	34.5819477369	43.4823496175	25.6815458563	0.5906200121	-0.7596978545	0.3974344386	1
51443	SEMA4A	22.2462808778	18.954626136	25.5379356196	1.3473194056	0.4300919075	0.3974370002	1
55152	TMEM8C	79.5802156957	91.7223767501	67.4380546413	0.7352410288	-0.4437108191	0.3974588546	1
3877	AC114271.2	49.1005775416	54.6736580623	43.5274970209	0.7961328831	-0.3289188428	0.3975429449	1
30856	PTGR1	912.0629725493	1014.9787798343	809.1471652643	0.7972059922	-0.3269755406	0.3975756276	1
49564	RP5-908M14.9	35.9190614706	41.0398493779	30.7982735633	0.7504480165	-0.414175955	0.3976645494	1
27435	NSDHL	364.4153730071	338.8739928603	389.9567531538	1.1507426399	0.2025652152	0.3977702676	1
52283	SLC5A10	3.1652953162	5.0515164344	1.2790741979	0.2532059857	-1.981616585	0.3977973144	1
18429	HMGB1P8	3.9738471442	5.3779767684	2.5697175201	0.4778223542	-1.0654537453	0.3978062008	1
9150	CCDC61	79.9758177849	71.0585315106	88.8931040592	1.2509842544	0.323063631	0.397889511	1
29935	POFUT1	1846.9545456257	1977.4160718296	1716.4930194217	0.868048482	-0.204152473	0.3978973596	1
54836	TM9SF2	2308.9559270239	2121.2160225374	2496.6958315103	1.1770115844	0.2351285197	0.3979078943	1
16654	FYN	35.0096499438	30.2940720729	39.7252278148	1.3113201724	0.3910199776	0.3979568148	1
18876	HSD17B1	9.5383135585	7.5205491657	11.5560779512	1.5366002797	0.6197419213	0.3979940246	1
57367	WDR93	15.9009019046	19.7653984636	12.0364053457	0.6089634554	-0.715572442	0.3979947077	1
25706	MRPL44	349.0195851236	321.1521339589	376.8870362884	1.1735467289	0.230875289	0.3980159929	1
56106	TTBK1	74.2769523126	62.3821890101	86.171715615	1.3813512636	0.4660802289	0.3980327924	1
28820	PAGE4	1.4654222773	0.2872809072	2.6435636475	9.2020164982	3.201950043	0.3980943921	1
49407	RP5-827C21.2	1.4654222773	0.2872809072	2.6435636475	9.2020164982	3.201950043	0.3980943921	1
17528	GPX3	2030.6463361581	1673.9011705021	2387.3915018142	1.4262440005	0.5122208178	0.3981170505	1
10105	CHST11	27.0945015722	18.6728533689	35.5161497755	1.9020204933	0.9275327906	0.3981794711	1
15084	ENPP7P2	0.9111004932	1.8222009863	0	0	-Inf	0.3981804565	1
49307	RP5-1121E10.2	0.9111004932	1.8222009863	0	0	-Inf	0.3981804565	1
54871	TMED10P2	0.9111004932	1.8222009863	0	0	-Inf	0.3981804565	1
1247	AC008697.1	6.7638068341	8.2774094369	5.2502042313	0.6342810841	-0.6568057769	0.3982723888	1
10405	CNBD2	57.4436732239	63.121097005	51.7662494428	0.8201101042	-0.2861104825	0.3982876855	1
57958	ZFAND6	484.5491097645	447.0815227787	522.0166967503	1.167609642	0.2235580296	0.3982949059	1
36540	RP11-1143G9.4	3.9656690143	5.3616205086	2.5697175201	0.479280008	-1.0610593323	0.3982953711	1
14649	EDN2	13.5792050738	8.9470643489	18.2113457987	2.0354548809	1.0253512422	0.3983528331	1
17454	GPR173	119.8131991222	133.7755652959	105.8508329485	0.7912568541	-0.3377820033	0.3984124165	1
25598	MPP6	102.6993443943	113.6741040247	91.724584764	0.8069083592	-0.3095232593	0.3986141294	1
16664	FZD6	669.0262678584	623.921887489	714.1306482279	1.1445834207	0.1948226147	0.3986554888	1
22839	LSAMP	36.2311105265	45.649970184	26.812250869	0.5873443238	-0.7677215803	0.398655799	1
15451	FAM106A	25.0797408522	18.2137441406	31.9457375639	1.7539357815	0.810595926	0.3987640227	1
39255	RP11-268J15.5	176.3771730997	202.1402618756	150.6140843239	0.7450969091	-0.4245000168	0.3987929098	1
28692	OTUD3	169.3148300652	156.9999317089	181.6297284216	1.1568777543	0.2102364249	0.3987969332	1
15460	FAM110C	706.5846169242	630.2048178796	782.9644159688	1.2423967475	0.3131259579	0.3988601917	1
16197	FHL2	1462.289814923	1297.3394560033	1627.2401738427	1.2542902062	0.3268711844	0.3988702752	1
23245	MAU2	839.4875474312	910.743794312	768.2313005505	0.8435207633	-0.2455045139	0.399043257	1
17101	GKN1	0.9078670396	1.8157340792	0	0	-Inf	0.3990876936	1
57662	YARS2	135.5905226421	120.9223077117	150.2587375724	1.242605607	0.3133684693	0.3991392901	1
13362	CXorf67	2.4473832266	1.1753692413	3.7193972119	3.1644500138	1.6619547789	0.3991704903	1
8961	CATSPER3	4.5631145655	6.5438346411	2.5823944898	0.3946301567	-1.3414268873	0.3991955155	1
8496	C2orf70	4.8221078425	3.2160036498	6.4282120353	1.9988198819	0.9991484735	0.3992404456	1
53271	SPAG1	126.7545644255	141.149306696	112.359822155	0.7960352395	-0.3290957964	0.3993017262	1
27510	NUDC	1105.9159343634	1200.7150188107	1011.1168499162	0.8420956131	-0.247944046	0.3995005522	1
11711	CTC-461F20.1	0.9061558168	1.8123116336	0	0	-Inf	0.3995695543	1
28915	PARP4P2	0.9061558168	1.8123116336	0	0	-Inf	0.3995695543	1
45132	RP11-61L19.3	0.9061558168	1.8123116336	0	0	-Inf	0.3995695543	1
47304	RP11-847H18.3	0.9061558168	1.8123116336	0	0	-Inf	0.3995695543	1
48027	RP11-9N20.3	0.9061558168	1.8123116336	0	0	-Inf	0.3995695543	1
56786	URI1	638.2786904234	576.7647959528	699.792584894	1.213306689	0.2789442683	0.3995910904	1
13511	CYP4F24P	1.7655759973	3.1090195851	0.4221324094	0.1357766967	-2.8806922027	0.3996892749	1
29706	PLAA	364.6815655559	328.9303800538	400.4327510581	1.2173784343	0.283777714	0.3997254591	1
23055	MAGOH3P	2.4388110475	1.1951479468	3.6824741482	3.0811868591	1.6234861775	0.399739121	1
29368	PGAP2	214.545107473	195.7788938518	233.3113210942	1.1917082404	0.2530310716	0.3997408369	1
25494	MMP2	493.6719547341	347.9025470824	639.4413623857	1.8379898847	0.8781288268	0.399788887	1
10166	CILP2	22.19933959	25.8426982022	18.5559809777	0.718035742	-0.4778724354	0.3998576374	1
55000	TMEM198B	210.536235881	192.1654261725	228.9070455894	1.1911978661	0.2524130746	0.3998650808	1
10697	COX7C	3204.5368214269	3461.6300466487	2947.4435962051	0.8514611777	-0.2319873431	0.3998753499	1
25649	MROH6	90.0804022619	100.8910030628	79.2698014609	0.7856974265	-0.34795426	0.3998985246	1
9870	CH17-189H20.1	25.2095432364	20.477858047	29.9412284257	1.4621269645	0.5480685939	0.3999475308	1
26366	MYADM	427.8918029215	265.0589449123	590.7246609307	2.2286539363	1.1561726134	0.3999542677	1
55389	TP53TG3D	3.1299629942	1.5086744665	4.7512515219	3.149288748	1.6550260395	0.399966862	1
4722	ADORA2A-AS1	1.8346280345	0.9078670396	2.7613890294	3.0416227366	1.6048412215	0.4001301851	1
15258	ESPN	1.8346280345	0.9078670396	2.7613890294	3.0416227366	1.6048412215	0.4001301851	1
18937	HSPA1A	390.1427561438	356.8279902546	423.457522033	1.1867273129	0.2469884695	0.4001387874	1
15385	F7	12.1187043222	16.5756404265	7.6617682179	0.4622305999	-1.1133153248	0.4002270819	1
17009	GGH	284.4369798578	245.6455252799	323.2284344357	1.31583278	0.3959761587	0.4003056157	1
57692	YIPF7	1.4469607455	0.2872809072	2.6066405838	9.0734905057	3.1816576518	0.4003751451	1
23592	MIB2	695.4751309198	761.7384840394	629.2117778003	0.8260207289	-0.2757501086	0.4003902283	1
57990	ZFP90	456.1789873557	488.1957553955	424.162219316	0.8688363523	-0.2028436278	0.4004244502	1
30467	PRKRA	598.3893904896	652.3800188663	544.3987621129	0.8344810484	-0.2610488094	0.4004827502	1
6452	AP000688.14	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
11021	CTA-212A2.4	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
18009	HCCAT5	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
37888	RP11-173P15.5	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
37993	RP11-17J14.2	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
39130	RP11-260E18.1	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
46732	RP11-775D22.2	0.9029223632	1.8058447264	0	0	-Inf	0.4004833429	1
20795	KRT16	8.700356464	14.9477129442	2.4529999837	0.1641053714	-2.6073056341	0.4006056008	1
9393	CD6	2.8869775211	1.786066021	3.9878890213	2.2327780577	1.1588398517	0.400645196	1
16542	FSIP2	9.4355999794	6.2105294158	12.660670543	2.0385815275	1.0275656546	0.4008687128	1
57266	WBP11	910.2870486469	987.2283561371	833.3457411567	0.8441266258	-0.2444686638	0.4009127523	1
14601	EBF2	0.9012111404	1.8024222809	0	0	-Inf	0.4009686889	1
56634	UFM1	679.5083677561	623.4161508466	735.6005846657	1.1799511188	0.2387270951	0.4010269092	1
38158	RP11-192H23.5	1.6981659515	0.6106967797	2.7856351233	4.5614046382	2.1894781561	0.4011765716	1
58527	ZNF704	184.0952757668	159.7618445924	208.4287069413	1.3046213098	0.3836310989	0.4013343589	1
56024	TSNARE1	183.0129335797	196.3245641651	169.7013029944	0.8643915942	-0.2102430522	0.4013444976	1
51279	SCN1B	58.2120765346	75.0719956897	41.3521573795	0.5508333301	-0.8603122376	0.4013557596	1
19981	ISCA1P4	0.8996889097	1.7993778193	0	0	-Inf	0.4014014526	1
4598	ADAMTS14	1.1718444883	0.2971702599	2.0465187167	6.8866875082	2.7838102145	0.4014063245	1
16523	FRRS1L	14.8575851722	11.890141737	17.8250286075	1.4991434923	0.5841384792	0.4014498712	1
21587	LINC00323	5.3604051089	3.6672251396	7.0535850782	1.9234120649	0.9436678736	0.4014502309	1
29391	PGK1P2	3.9110725171	5.2893505779	2.5327944564	0.4788479075	-1.0623605974	0.4015959537	1
36983	RP11-1319K7.1	0.8979776869	1.7959553737	0	0	-Inf	0.4018890972	1
37121	RP11-138A9.2	0.8979776869	1.7959553737	0	0	-Inf	0.4018890972	1
41619	RP11-394A14.2	0.8979776869	1.7959553737	0	0	-Inf	0.4018890972	1
46443	RP11-744I24.3	0.8979776869	1.7959553737	0	0	-Inf	0.4018890972	1
8613	C7orf26	290.6485056288	321.1470808584	260.1499303993	0.810064752	-0.3038908615	0.4019045485	1
55340	TOMM40	812.6452200674	872.3992283101	752.8912118246	0.8630122396	-0.2125470745	0.4019562407	1
45024	RP11-611L7.2	2.4056981326	1.2213935594	3.5900027058	2.9392677555	1.5554567887	0.4019563607	1
20599	KIFC3	2568.6033330007	2817.8525973811	2319.3540686204	0.8230927589	-0.2808730697	0.4020127027	1
16508	FRMD5	1.43344389	0.2971702599	2.5697175201	8.6472903475	3.1122481311	0.4020677052	1
58682	ZNF887P	1.43344389	0.2971702599	2.5697175201	8.6472903475	3.1122481311	0.4020677052	1
57699	YPEL1	47.2233243683	56.1544632861	38.2921854506	0.6819081371	-0.5523506944	0.4021665996	1
42986	RP11-468E2.11	37.5239487624	30.1260441814	44.9218533433	1.4911301687	0.5764062037	0.402247181	1
56439	UBA7	442.7518412573	413.4433063568	472.0603761578	1.1417777695	0.1912818784	0.4025969763	1
31038	QRSL1	250.6413442901	229.6996954753	271.5829931048	1.1823393694	0.2416441948	0.4026093478	1
46252	RP11-725G5.2	1.8556385345	3.1996473899	0.5116296792	0.1599018944	-2.6447410636	0.402658268	1
4825	AF146191.4	9.6671551274	7.7812064762	11.5531037786	1.4847445334	0.5702147208	0.4026659693	1
10423	CNKSR3	319.1987372824	399.8616990554	238.5357755093	0.5965456959	-0.7452954412	0.4027173178	1
3577	AC104131.1	0.8947442333	1.7894884666	0	0	-Inf	0.4028138719	1
7170	ASIC4	0.8947442333	1.7894884666	0	0	-Inf	0.4028138719	1
27602	NUTM2G	0.8947442333	1.7894884666	0	0	-Inf	0.4028138719	1
31075	RAB1A	1295.162913327	1208.2094229713	1382.1164036826	1.1439377788	0.1940085831	0.4028483597	1
6743	AP4M1	223.6330748254	244.6378199954	202.6283296554	0.8282788395	-0.271811563	0.4028913601	1
26049	MTFMT	217.7988285565	198.7864857151	236.8111713978	1.1912840581	0.2525174605	0.4029263309	1
37426	RP11-152N13.5	28.3058252847	33.5404997489	23.0711508205	0.6878594831	-0.5398142156	0.4029611057	1
53440	SPOCD1	21.1522439021	18.3483946491	23.956093155	1.3056233863	0.3847388042	0.4030386913	1
1024	AC007325.4	9.7649184674	11.712889356	7.8169475787	0.6673799556	-0.5834197382	0.4030986035	1
4455	ACSM2B	1.1668998119	0.2872809072	2.0465187167	7.1237547138	2.8326378422	0.4032021289	1
23417	MEF2C-AS1	1.1668998119	0.2872809072	2.0465187167	7.1237547138	2.8326378422	0.4032021289	1
53011	SNORD89	1.1668998119	0.2872809072	2.0465187167	7.1237547138	2.8326378422	0.4032021289	1
37718	RP11-165J3.6	5.3275359443	6.8375824554	3.8174894333	0.5583098205	-0.840862162	0.4032794105	1
224	AC002075.4	0.8930330105	1.786066021	0	0	-Inf	0.4033050622	1
3850	AC112715.2	0.8930330105	1.786066021	0	0	-Inf	0.4033050622	1
31584	REN	0.8930330105	1.786066021	0	0	-Inf	0.4033050622	1
35527	RP1-150O5.3	0.8930330105	1.786066021	0	0	-Inf	0.4033050622	1
40860	RP11-351N6.1	0.8930330105	1.786066021	0	0	-Inf	0.4033050622	1
46778	RP11-77H9.6	0.8930330105	1.786066021	0	0	-Inf	0.4033050622	1
28663	OST4	1141.0013296857	1276.355770209	1005.6468891624	0.7879048402	-0.3439066973	0.4033294021	1
15003	ELP5	513.7326408208	555.5578269199	471.9074547218	0.8494299456	-0.2354331248	0.4034370906	1
14307	DPP8	701.341104757	628.3594240059	774.3227855082	1.2322927865	0.3013450737	0.4034901622	1
23100	MAP1LC3B	1817.143746628	1968.7664847237	1665.5210085323	0.8459718415	-0.2413184514	0.4035129305	1
8263	C16orf95	10.6909535991	13.7797693771	7.6021378211	0.5516883202	-0.8580746573	0.4035162244	1
29446	PHC1	500.6791830313	463.6647558009	537.6936102617	1.159660301	0.2137022589	0.403575119	1
25419	MITF	54.7011180272	43.0480581457	66.3541779087	1.5413977022	0.6242391454	0.403627168	1
7890	BOLA2	1.6747597433	0.600807427	2.7487120596	4.5750300951	2.1937812336	0.40363953	1
56297	TUBGCP6	676.9359549946	605.3199467106	748.5519632785	1.2366220002	0.3064045773	0.4036409925	1
16098	FEM1A	503.4388068947	461.0376409973	545.8399727921	1.1839379787	0.2435935065	0.4036842448	1
22993	MAF1	708.731418189	773.7008334548	643.7620029232	0.8320554601	-0.2652484015	0.4036904755	1
46013	RP11-700H6.1	2.4224308131	0.8979776869	3.9468839394	4.3953029091	2.1359625944	0.4038848693	1
56022	TSLP	23.5735457527	26.8141914659	20.3329000394	0.7582887616	-0.3991807537	0.4041788852	1
4309	AC234582.1	0.8897995569	1.7795991139	0	0	-Inf	0.4042365717	1
30417	PRH2	0.8897995569	1.7795991139	0	0	-Inf	0.4042365717	1
36209	RP11-1070N10.4	0.8897995569	1.7795991139	0	0	-Inf	0.4042365717	1
41460	RP11-385D13.1	0.8897995569	1.7795991139	0	0	-Inf	0.4042365717	1
42830	RP11-45L9.1	0.8897995569	1.7795991139	0	0	-Inf	0.4042365717	1
8074	BUD13P1	4.4698774358	6.5236779516	2.41607692	0.3703550264	-1.4330191775	0.4042822731	1
21403	LGALS3BP	7168.1553415416	7929.4766237147	6406.8340593686	0.8079769149	-0.3076140212	0.4045069119	1
40416	RP11-330M19.1	1.6665816134	0.5844511671	2.7487120596	4.7030653961	2.233601393	0.4045093923	1
56960	UXT-AS1	7.7595002901	5.5503858725	9.9686147076	1.7960219229	0.8448049602	0.4045157194	1
30943	PTRH1	141.1817406294	157.2533661442	125.1101151147	0.7955957839	-0.3298924639	0.4045700106	1
37873	RP11-173B14.4	2.9237480755	0.8717320743	4.9757640767	5.7079052424	2.5129613847	0.4046009498	1
52530	SMOC1	614.5665865482	807.4747110718	421.6584620245	0.5221940158	-0.9373421701	0.4046658775	1
48758	RP4-605O3.4	14.6910849147	12.2022474255	17.179922404	1.4079309987	0.4935766306	0.4047681204	1
48536	RP3-467D16.3	2.4089139576	0.9078670396	3.9099608757	4.3067549599	2.1066012413	0.4047814217	1
15001	ELP3	354.800420016	326.8847271833	382.7161128486	1.1707983917	0.227492669	0.4048943131	1
8612	C7orf25	4.0078167811	2.3705171881	5.6451163741	2.3813859703	1.2518014687	0.4049405472	1
609	AC005339.2	3.0571051272	1.1753692413	4.938841013	4.2019484936	2.071058478	0.4049661256	1
11507	CTC-276P9.4	2.7040826711	4.3849059839	1.0232593584	0.233359475	-2.0993740492	0.4049718359	1
20085	IZUMO2	2.7040826711	4.3849059839	1.0232593584	0.233359475	-2.0993740492	0.4049718359	1
56230	TUBA1A	746.0925123738	651.0491833496	841.1358413981	1.2919697358	0.3695722755	0.4049857598	1
49474	RP5-862P8.2	97.8130532648	86.4988497847	109.1272567448	1.2616035591	0.3352586352	0.4050158985	1
9795	CFAP53	40.6951202678	36.1593212163	45.2309193194	1.2508785508	0.3229417234	0.4050163489	1
31679	RGN	172.0614797108	157.43613369	186.6868257317	1.1857940192	0.2458534253	0.4051432483	1
12393	CTD-2265O21.7	0.8865661034	1.7731322067	0	0	-Inf	0.4051725234	1
18008	HCAR3	0.8865661034	1.7731322067	0	0	-Inf	0.4051725234	1
51913	SLC11A2	1536.2130757813	1634.0202957505	1438.405855812	0.8802864074	-0.1839551037	0.4051802335	1
48877	RP4-673M15.1	32.1513184823	38.1590614627	26.143575502	0.6851210302	-0.5455692246	0.4051856287	1
12478	CTD-2303H24.2	123.9260387427	87.6872439452	160.1648335402	1.8265465572	0.8691185273	0.4052229083	1
31423	RBM38	620.9111859851	686.0182580864	555.8041138837	0.8101885151	-0.3036704607	0.4052355972	1
56493	UBE2K	648.9428876392	590.1317314214	707.754043857	1.1993153497	0.262211053	0.4052369429	1
53210	SORT1	4362.7253298855	3903.2104506742	4822.2402090969	1.2354548314	0.3050422662	0.4052394864	1
30211	PPP1R1A	4.7146914973	1.7731322067	7.6562507879	4.317924382	2.1103379783	0.4052877754	1
13772	DDX50	668.7254353192	715.2196992603	622.2311713781	0.8699860645	-0.200935803	0.4053464437	1
30976	PVRL2	2170.0355175663	2318.3795745815	2021.6914605512	0.8720278089	-0.1975539518	0.4055295707	1
22770	LRRC37BP1	83.8055910022	74.816384455	92.7947975495	1.24030048	0.3106896758	0.4055356328	1
46631	RP11-761I4.5	4.6801131468	2.7201786732	6.6400476203	2.4410336298	1.2874921711	0.4055465293	1
7767	BIVM	159.8797870294	144.491289534	175.2682845249	1.2130024245	0.2785824341	0.4055787174	1
4428	ACOT8	244.895836398	268.0278347015	221.7638380945	0.8273910743	-0.2733587007	0.4056065638	1
22088	LINC01133	1.4056697007	0.2971702599	2.5141691414	8.4603659268	3.080720064	0.4056072764	1
22846	LSM12	507.0122476725	558.1784690305	455.8460263145	0.8166671622	-0.2921798761	0.4056480665	1
730	AC005795.1	0.8848548806	1.7697097611	0	0	-Inf	0.40566966	1
3213	AC092667.2	0.8848548806	1.7697097611	0	0	-Inf	0.40566966	1
16270	FLJ33581	0.8848548806	1.7697097611	0	0	-Inf	0.40566966	1
18492	HMGN1P37	0.8848548806	1.7697097611	0	0	-Inf	0.40566966	1
20057	ITM2A	2.3511016354	1.1491236287	3.5530796421	3.09199076	1.628536008	0.40568565	1
29835	PLSCR2	5.1805770296	3.6215788056	6.7395752535	1.8609494961	0.896038903	0.4057523449	1
47837	RP11-961A15.3	5.4989267253	7.4973480146	3.500505436	0.4668991528	-1.0988171242	0.405773271	1
18334	HLA-DQB1	408.8896376781	286.4043847187	531.3748906374	1.8553308503	0.8916764772	0.4058275725	1
41656	RP11-395L14.18	42.287842005	36.1637865091	48.4118975008	1.3386844181	0.4208158994	0.4059021734	1
382	AC004237.1	6.4848782176	4.1664725618	8.8032838734	2.1128865588	1.0792153108	0.4059390414	1
11353	CTB-50L17.14	6.5508594939	8.3135444022	4.7881745856	0.5759486392	-0.7959879312	0.4059467487	1
4605	ADAMTS2	26.785002003	19.7520866653	33.8179173407	1.7121187201	0.7757827432	0.4059633022	1
39799	RP11-2C24.3	3.9775496166	2.3838289864	5.5712702467	2.3371098676	1.2247255568	0.4059975699	1
16898	GBP5	16.1712738312	20.551926793	11.7906208695	0.5736990496	-0.8016339668	0.4061531065	1
52286	SLC5A2	9.1178167128	12.5066405606	5.7289928649	0.4580760786	-1.1263408696	0.4061580222	1
14020	DKK3	1579.0910061511	1335.8900157616	1822.2919965406	1.3641033132	0.447952914	0.4062478505	1
40706	RP11-345K20.2	3.9644204643	2.4131190605	5.515721868	2.2857230537	1.1926506121	0.4064586575	1
51966	SLC18A3	54.6494781443	76.1626372998	33.1363189887	0.4350731561	-1.2006700891	0.4064705885	1
23830	MIR1538	0.881621427	1.763242854	0	0	-Inf	0.4066124642	1
43125	RP11-474P2.5	0.881621427	1.763242854	0	0	-Inf	0.4066124642	1
44729	RP11-57A19.2	0.881621427	1.763242854	0	0	-Inf	0.4066124642	1
55173	TMLHE-AS1	0.881621427	1.763242854	0	0	-Inf	0.4066124642	1
